trial_id,robust_acc,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,experiment_tag,config.learning_rate,config.dropout,config.epochs,config.batch_size
6f205d3e,0.9388997078870497,1.291445255279541,True,,,2,3261f31f7fd841a391f09cfe76de2b62,2020-10-08_01-29-33,1602138573,81.5506227016449,183595,iotagpu02,140.221.68.6,81.5506227016449,0,2,"7_batch_size=632,dropout=0.58152,epochs=18,learning_rate=0.034004",0.034003894064790395,0.5815202465660156,18,632
6f208692,0.752087275965713,1.360548496246338,True,,,2,c6b15bd2c20d41d9b9d68ea92e9bae90,2020-10-08_01-29-35,1602138575,83.63155007362366,183484,iotagpu02,140.221.68.6,83.63155007362366,0,2,"8_batch_size=691,dropout=0.85789,epochs=19,learning_rate=0.020658",0.020658418729457406,0.8578907724223004,19,691
6f20b040,0.5147648559970834,1.2277593612670898,True,,,2,754e8f77bd8247979367f001d54c8923,2020-10-08_01-31-55,1602138715,140.8985743522644,183436,iotagpu02,140.221.68.6,140.8985743522644,0,2,"9_batch_size=422,dropout=0.87705,epochs=33,learning_rate=0.056784",0.05678394932303006,0.8770508501340151,33,422
6f20d994,0.7374818577648766,1.249521017074585,True,,,2,0420a8d6050d410486b6f78a24175d5a,2020-10-08_01-33-53,1602138833,256.8024809360504,183416,iotagpu02,140.221.68.6,256.8024809360504,0,2,"10_batch_size=424,dropout=0.79159,epochs=61,learning_rate=0.047669",0.04766891201217756,0.7915926565585651,61,424
6f21031a,0.8955071477195371,1.429290533065796,True,,,2,695832d61db8494dba9f9b639d81113d,2020-10-08_01-33-21,1602138801,201.26721787452698,183511,iotagpu02,140.221.68.6,201.26721787452698,0,2,"11_batch_size=904,dropout=0.65087,epochs=49,learning_rate=0.034516",0.034516361060497276,0.6508737358170482,49,904
6f2137b8,0.9127090301003344,1.4290170669555664,True,,,2,4ecf0943f97d4bbc9abbe8fa7ae17248,2020-10-08_01-33-08,1602138788,167.71544647216797,183527,iotagpu02,140.221.68.6,167.71544647216797,0,2,"12_batch_size=920,dropout=0.71465,epochs=41,learning_rate=0.019011",0.01901112192247803,0.7146529152358436,41,920
6f216184,0.811965811965812,1.38124418258667,True,,,2,496f0369630945b8a7f761022524dd34,2020-10-08_01-31-16,1602138676,55.09308314323425,183432,iotagpu02,140.221.68.6,55.09308314323425,0,2,"13_batch_size=864,dropout=0.74672,epochs=12,learning_rate=0.055266",0.05526558843568352,0.7467249932860843,12,864
6f218b50,0.8895463510848126,1.31815767288208,True,,,2,41161446efbc482f9233ada14cd4729e,2020-10-08_01-31-40,1602138700,67.51708030700684,183423,iotagpu02,140.221.68.6,67.51708030700684,0,2,"14_batch_size=585,dropout=0.64242,epochs=15,learning_rate=0.024881",0.024880674314436923,0.642423873594022,15,585
6f399574,0.8402117545375972,1.3272991180419922,True,,,2,28046650ea8a4b55899f9ddecd4601ae,2020-10-08_01-33-01,1602138781,104.05952477455139,183445,iotagpu02,140.221.68.6,104.05952477455139,0,2,"15_batch_size=712,dropout=0.80695,epochs=24,learning_rate=0.021705",0.021704873655829442,0.8069518214599474,24,712
6f39d502,0.9236807148895061,1.2984368801116943,True,,,2,1be36c6feb774664aa9c163020a33874,2020-10-08_01-34-30,1602138870,170.15587258338928,183420,iotagpu02,140.221.68.6,170.15587258338928,0,2,"16_batch_size=637,dropout=0.52776,epochs=41,learning_rate=0.042005",0.04200537868891754,0.5277558465399457,41,637
6f3a00ae,0.4689364410150346,1.4176867008209229,True,,,2,144d4341f92d40188e1abd0fe7a17f0b,2020-10-08_01-34-43,1602138883,181.20049142837524,183537,iotagpu02,140.221.68.6,181.20049142837524,0,2,"17_batch_size=967,dropout=0.89588,epochs=45,learning_rate=0.059734",0.05973426342549052,0.8958847023001446,45,967
6f3a2b6a,0.8838845240270419,1.3919520378112793,True,,,2,8638431800b749db9e55e296d634af25,2020-10-08_01-34-15,1602138855,138.3681559562683,183437,iotagpu02,140.221.68.6,138.3681559562683,0,2,"18_batch_size=842,dropout=0.77789,epochs=34,learning_rate=0.019277",0.019277359671923486,0.777888457345529,34,842
6f3a56c6,0.7487692307692307,1.2459251880645752,True,,,2,74059d535c5245b68fcd939d44e2cd6a,2020-10-08_01-34-43,1602138883,121.27472400665283,183453,iotagpu02,140.221.68.6,121.27472400665283,0,2,"19_batch_size=500,dropout=0.86045,epochs=29,learning_rate=0.022832",0.022831932434783514,0.8604530126837442,29,500
6f3a81a0,0.8998601398601399,1.3844037055969238,True,,,2,dc3d9971b5db48a4a1a79adf00873ed9,2020-10-08_01-35-22,1602138922,139.26835441589355,183476,iotagpu02,140.221.68.6,139.26835441589355,0,2,"20_batch_size=825,dropout=0.61332,epochs=34,learning_rate=0.058152",0.058151542990090364,0.613316584149791,34,825
717da0e0,0.7469931643159989,1.3828399181365967,True,,,2,69cfd7f5337f4ee3be5fd52b62e66a01,2020-10-08_01-38-54,1602139134,209.33697533607483,183612,iotagpu02,140.221.68.6,209.33697533607483,0,2,"1_batch_size=889,dropout=0.54013,epochs=52,learning_rate=0.091222",0.09122239110732186,0.5401292732830589,52,889
717ddca4,0.830379746835443,1.2246019840240479,True,,,2,c178dfa9adf249299e5113866858a757,2020-10-08_01-37-02,1602139022,97.8267924785614,183617,iotagpu02,140.221.68.6,97.8267924785614,0,2,"2_batch_size=395,dropout=0.49408,epochs=22,learning_rate=0.064279",0.06427852974178577,0.4940831943422744,22,395
717e0d00,0.5400091033227128,1.399548053741455,True,,,2,f95a1a6f4e1c4f15974c0202e8622476,2020-10-08_01-36-31,1602138991,67.15535068511963,183435,iotagpu02,140.221.68.6,67.15535068511963,0,2,"3_batch_size=845,dropout=0.22983,epochs=15,learning_rate=0.063038",0.06303792813223119,0.22982588550685298,15,845
